name,instance_count,def,synonyms,image_count,id,frequency,synset
sword,72,a cutting or thrusting weapon that has a long metal blade,['sword'],52,1046,c,sword.n.01
syringe,14,a medical instrument used to inject or withdraw fluids,['syringe'],5,1047,r,syringe.n.01
Tabasco_sauce,5,very spicy sauce (trade name Tabasco) made from fully-aged red peppers,['Tabasco_sauce'],5,1048,r,tabasco.n.02
table-tennis_table,5,a table used for playing table tennis,"['table-tennis_table', 'ping-pong_table']",5,1049,r,table-tennis_table.n.01
table,2804,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,['table'],1860,1050,f,table.n.02
table_lamp,81,a lamp that sits on a table,['table_lamp'],56,1051,c,table_lamp.n.01
tablecloth,2496,a covering spread over a dining table,['tablecloth'],1582,1052,f,tablecloth.n.01
tachometer,10,measuring instrument for indicating speed of rotation,['tachometer'],7,1053,r,tachometer.n.01
taco,21,a small tortilla cupped around a filling,['taco'],2,1054,r,taco.n.02
tag,7550,a label associated with something for the purpose of identification or information,['tag'],1562,1055,f,tag.n.02
taillight,9222,lamp (usually red) mounted at the rear of a motor vehicle,"['taillight', 'rear_light']",1885,1056,f,taillight.n.01
tambourine,1,a shallow drum with a single drumhead and with metallic disks in the sides,['tambourine'],1,1057,r,tambourine.n.01
army_tank,7,an enclosed armored military vehicle; has a cannon and moves on caterpillar treads,"['army_tank', 'armored_combat_vehicle', 'armoured_combat_vehicle']",5,1058,r,tank.n.01
tank_(storage_vessel),304,a large (usually metallic) vessel for holding gases or liquids,"['tank_(storage_vessel)', 'storage_tank']",137,1059,f,tank.n.02
tank_top_(clothing),1799,a tight-fitting sleeveless shirt with wide shoulder straps and low neck and no front opening,['tank_top_(clothing)'],1094,1060,f,tank_top.n.01
tape_(sticky_cloth_or_paper),560,a long thin piece of cloth or paper as used for binding or fastening,['tape_(sticky_cloth_or_paper)'],134,1061,f,tape.n.01
tape_measure,35,measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths,"['tape_measure', 'measuring_tape']",29,1062,c,tape.n.04
tapestry,29,a heavy textile with a woven design; used for curtains and upholstery,['tapestry'],22,1063,c,tapestry.n.02
tarp,1315,waterproofed canvas,['tarp'],522,1064,f,tarpaulin.n.01
tartan,68,a cloth having a crisscross design,"['tartan', 'plaid']",50,1065,c,tartan.n.01
tassel,276,adornment consisting of a bunch of cords fastened at one end,['tassel'],68,1066,c,tassel.n.01
tea_bag,42,a measured amount of tea in a bag for an individual serving of tea,['tea_bag'],16,1067,c,tea_bag.n.01
teacup,152,a cup from which tea is drunk,['teacup'],40,1068,c,teacup.n.02
teakettle,40,kettle for boiling water to make tea,['teakettle'],35,1069,c,teakettle.n.01
teapot,209,pot for brewing tea; usually has a spout and handle,['teapot'],135,1070,f,teapot.n.01
teddy_bear,4886,plaything consisting of a child's toy bear (usually plush and stuffed with soft materials),['teddy_bear'],1413,1071,f,teddy.n.01
telephone,945,electronic device for communicating by voice over long distances (includes wired and wireless/cell phones),"['telephone', 'phone', 'telephone_set']",772,1072,f,telephone.n.01
telephone_booth,62,booth for using a telephone,"['telephone_booth', 'phone_booth', 'call_box', 'telephone_box', 'telephone_kiosk']",50,1073,c,telephone_booth.n.01
telephone_pole,3725,tall pole supporting telephone wires,"['telephone_pole', 'telegraph_pole', 'telegraph_post']",1015,1074,f,telephone_pole.n.01
telephoto_lens,1,a camera lens that magnifies the image,"['telephoto_lens', 'zoom_lens']",1,1075,r,telephoto_lens.n.01
television_camera,117,television equipment for capturing and recording video,"['television_camera', 'tv_camera']",65,1076,c,television_camera.n.01
television_set,2205,an electronic device that receives television signals and displays them on a screen,"['television_set', 'tv', 'tv_set']",1900,1077,f,television_receiver.n.01
tennis_ball,2835,ball about the size of a fist used in playing tennis,['tennis_ball'],1302,1078,f,tennis_ball.n.01
tennis_racket,3035,a racket used to play tennis,['tennis_racket'],1977,1079,f,tennis_racket.n.01
tequila,2,Mexican liquor made from fermented juices of an agave plant,['tequila'],2,1080,r,tequila.n.01
thermometer,33,measuring instrument for measuring temperature,['thermometer'],29,1081,c,thermometer.n.01
thermos_bottle,49,vacuum flask that preserves temperature of hot or cold drinks,['thermos_bottle'],36,1082,c,thermos.n.01
thermostat,153,a regulator for automatically regulating temperature by starting or stopping the supply of heat,['thermostat'],138,1083,f,thermostat.n.01
thimble,6,a small metal cap to protect the finger while sewing; can be used as a small container,['thimble'],4,1084,r,thimble.n.02
thread,320,a fine cord of twisted fibers (of cotton or silk or wool or nylon etc.) used in sewing and weaving,"['thread', 'yarn']",67,1085,c,thread.n.01
thumbtack,224,a tack for attaching papers to a bulletin board or drawing board,"['thumbtack', 'drawing_pin', 'pushpin']",26,1086,c,thumbtack.n.01
tiara,31,a jeweled headdress worn by women on formal occasions,['tiara'],25,1087,c,tiara.n.01
tiger,67,large feline of forests in most of Asia having a tawny coat with black stripes,['tiger'],33,1088,c,tiger.n.02
tights_(clothing),45,skintight knit hose covering the body from the waist to the feet worn by acrobats and dancers and as stockings by women and girls,"['tights_(clothing)', 'leotards']",37,1089,c,tights.n.01
timer,62,a timepiece that measures a time interval and signals its end,"['timer', 'stopwatch']",50,1090,c,timer.n.01
tinfoil,421,foil made of tin or an alloy of tin and lead,['tinfoil'],270,1091,f,tinfoil.n.01
tinsel,70,a showy decoration that is basically valueless,['tinsel'],12,1092,c,tinsel.n.01
tissue_paper,587,a soft thin (usually translucent) paper,['tissue_paper'],316,1093,f,tissue.n.02
toast_(food),125,slice of bread that has been toasted,['toast_(food)'],41,1094,c,toast.n.01
toaster,240,a kitchen appliance (usually electric) for toasting bread,['toaster'],224,1095,f,toaster.n.02
toaster_oven,114,kitchen appliance consisting of a small electric oven for toasting or warming food,['toaster_oven'],105,1096,f,toaster_oven.n.01
toilet,2295,a plumbing fixture for defecation and urination,['toilet'],1925,1097,f,toilet.n.02
toilet_tissue,1683,a soft thin absorbent paper for use in toilets,"['toilet_tissue', 'toilet_paper', 'bathroom_tissue']",1021,1098,f,toilet_tissue.n.01
tomato,12338,mildly acid red or yellow pulpy fruit eaten as a vegetable,['tomato'],1213,1099,f,tomato.n.01
tongs,294,any of various devices for taking hold of objects; usually have two hinged legs with handles above and pointed hooks below,['tongs'],172,1100,f,tongs.n.01
toolbox,39,a box or chest or cabinet for holding hand tools,['toolbox'],28,1101,c,toolbox.n.01
toothbrush,1683,small brush; has long handle; used to clean teeth,['toothbrush'],745,1102,f,toothbrush.n.01
toothpaste,326,a dentifrice in the form of a paste,['toothpaste'],187,1103,f,toothpaste.n.01
toothpick,423,pick consisting of a small strip of wood or plastic; used to pick food from between the teeth,['toothpick'],147,1104,f,toothpick.n.01
cover,306,covering for a hole (especially a hole in the top of a container),['cover'],136,1105,f,top.n.09
tortilla,135,thin unleavened pancake made from cornmeal or wheat flour,['tortilla'],34,1106,c,tortilla.n.01
tow_truck,45,a truck equipped to hoist and pull wrecked cars (or to remove cars from no-parking zones),['tow_truck'],41,1107,c,tow_truck.n.01
towel,2212,a rectangular piece of absorbent cloth (or paper) for drying or wiping,['towel'],636,1108,f,towel.n.01
towel_rack,987,a rack consisting of one or more bars on which towels can be hung,"['towel_rack', 'towel_rail', 'towel_bar']",570,1109,f,towel_rack.n.01
toy,6756,a device regarded as providing amusement,['toy'],1149,1110,f,toy.n.03
tractor_(farm_equipment),80,a wheeled vehicle with large wheels; used in farming and other applications,['tractor_(farm_equipment)'],61,1111,c,tractor.n.01
traffic_light,7298,a device to control vehicle traffic often consisting of three or more lights,['traffic_light'],1890,1112,f,traffic_light.n.01
dirt_bike,47,a lightweight motorcycle equipped with rugged tires and suspension for off-road use,['dirt_bike'],18,1113,c,trail_bike.n.01
trailer_truck,297,a truck consisting of a tractor and trailer together,"['trailer_truck', 'tractor_trailer', 'trucking_rig', 'articulated_lorry', 'semi_truck']",143,1114,f,trailer_truck.n.01
train_(railroad_vehicle),2192,public or private transport provided by a line of railway cars coupled together and drawn by a locomotive,"['train_(railroad_vehicle)', 'railroad_train']",1517,1115,f,train.n.01
trampoline,7,gymnastic apparatus consisting of a strong canvas sheet attached with springs to a metal frame,['trampoline'],7,1116,r,trampoline.n.01
tray,2397,an open receptacle for holding or displaying or serving articles or food,['tray'],943,1117,f,tray.n.01
trench_coat,16,a military style raincoat; belted with deep pockets,['trench_coat'],6,1118,r,trench_coat.n.01
triangle_(musical_instrument),1,a percussion instrument consisting of a metal bar bent in the shape of an open triangle,['triangle_(musical_instrument)'],1,1119,r,triangle.n.05
tricycle,15,a vehicle with three wheels that is moved by foot pedals,['tricycle'],11,1120,c,tricycle.n.01
tripod,132,a three-legged rack used for support,['tripod'],101,1121,f,tripod.n.01
trousers,7806,"a garment extending from the waist to the knee or ankle, covering each leg separately","['trousers', 'pants_(clothing)']",1909,1122,f,trouser.n.01
truck,1797,an automotive vehicle suitable for hauling,['truck'],800,1123,f,truck.n.01
truffle_(chocolate),4,creamy chocolate candy,"['truffle_(chocolate)', 'chocolate_truffle']",1,1124,r,truffle.n.03
trunk,334,luggage consisting of a large strong case used when traveling or for storage,['trunk'],44,1125,c,trunk.n.02
vat,15,a large vessel for holding or storing liquids,['vat'],3,1126,r,tub.n.02
turban,124,a traditional headdress consisting of a long scarf wrapped around the head,['turban'],44,1127,c,turban.n.01
turkey_(food),120,flesh of large domesticated fowl usually roasted,['turkey_(food)'],31,1128,c,turkey.n.04
turnip,109,widely cultivated plant having a large fleshy edible white or yellow root,['turnip'],7,1129,r,turnip.n.01
turtle,31,any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming,['turtle'],20,1130,c,turtle.n.02
turtleneck_(clothing),13,a sweater or jersey with a high close-fitting collar,"['turtleneck_(clothing)', 'polo-neck']",11,1131,c,turtleneck.n.01
typewriter,14,hand-operated character printer for printing written messages one character at a time,['typewriter'],13,1132,c,typewriter.n.01
umbrella,9161,a lightweight handheld collapsible canopy,['umbrella'],1924,1133,f,umbrella.n.01
underwear,164,undergarment worn next to the skin and under the outer garments,"['underwear', 'underclothes', 'underclothing', 'underpants']",113,1134,f,underwear.n.01
unicycle,2,a vehicle with a single wheel that is driven by pedals,['unicycle'],2,1135,r,unicycle.n.01
urinal,381,a plumbing fixture (usually attached to the wall) used by men to urinate,['urinal'],139,1136,f,urinal.n.01
urn,81,a large vase that usually has a pedestal or feet,['urn'],12,1137,c,urn.n.01
vacuum_cleaner,38,an electrical home appliance that cleans by suction,['vacuum_cleaner'],37,1138,c,vacuum.n.04
vase,4971,an open jar of glass or porcelain used as an ornament or to hold flowers,['vase'],1866,1139,f,vase.n.01
vending_machine,65,a slot machine for selling goods,['vending_machine'],47,1140,c,vending_machine.n.01
vent,3370,a hole for the escape of gas or air,"['vent', 'blowhole', 'air_vent']",1468,1141,f,vent.n.01
vest,1313,a man's sleeveless garment worn underneath a coat,"['vest', 'waistcoat']",729,1142,f,vest.n.01
videotape,228,a video recording made on magnetic tape,['videotape'],24,1143,c,videotape.n.01
vinegar,1,sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative,['vinegar'],1,1144,r,vinegar.n.01
violin,10,bowed stringed instrument that is the highest member of the violin family,"['violin', 'fiddle']",10,1145,r,violin.n.01
vodka,3,unaged colorless liquor originating in Russia,['vodka'],3,1146,r,vodka.n.01
volleyball,33,an inflated ball used in playing volleyball,['volleyball'],14,1147,c,volleyball.n.02
vulture,16,any of various large birds of prey having naked heads and weak claws and feeding chiefly on carrion,['vulture'],4,1148,r,vulture.n.01
waffle,61,pancake batter baked in a waffle iron,['waffle'],29,1149,c,waffle.n.01
waffle_iron,4,a kitchen appliance for baking waffles,['waffle_iron'],4,1150,r,waffle_iron.n.01
wagon,121,any of various kinds of wheeled vehicles drawn by an animal or a tractor,['wagon'],70,1151,c,wagon.n.01
wagon_wheel,209,a wheel of a wagon,['wagon_wheel'],46,1152,c,wagon_wheel.n.01
walking_stick,21,a stick carried in the hand for support in walking,['walking_stick'],14,1153,c,walking_stick.n.01
wall_clock,100,a clock mounted on a wall,['wall_clock'],48,1154,c,wall_clock.n.01
wall_socket,3069,receptacle providing a place in a wiring system where current can be taken to run electrical devices,"['wall_socket', 'wall_plug', 'electric_outlet', 'electrical_outlet', 'outlet', 'electric_receptacle']",1855,1155,f,wall_socket.n.01
wallet,123,a pocket-size case for holding papers and paper money,"['wallet', 'billfold']",113,1156,f,wallet.n.01
walrus,1,either of two large northern marine mammals having ivory tusks and tough hide over thick blubber,['walrus'],1,1157,r,walrus.n.01
wardrobe,1,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes,['wardrobe'],1,1158,r,wardrobe.n.01
washbasin,15,a bathroom sink that is permanently installed and connected to a water supply and drainpipe; where you can wash your hands and face,"['washbasin', 'basin_(for_washing)', 'washbowl', 'washstand', 'handbasin']",10,1159,r,washbasin.n.01
automatic_washer,68,a home appliance for washing clothes and linens automatically,"['automatic_washer', 'washing_machine']",54,1160,c,washer.n.03
watch,2703,"a small, portable timepiece","['watch', 'wristwatch']",1923,1161,f,watch.n.01
water_bottle,1449,a bottle for holding water,['water_bottle'],630,1162,f,water_bottle.n.01
water_cooler,39,a device for cooling and dispensing drinking water,['water_cooler'],31,1163,c,water_cooler.n.01
water_faucet,109,a faucet for drawing water from a pipe or cask,"['water_faucet', 'water_tap', 'tap_(water_faucet)']",69,1164,c,water_faucet.n.01
water_heater,7,a heater and storage tank to supply heated water,"['water_heater', 'hot-water_heater']",7,1165,r,water_heater.n.01
water_jug,23,a jug that holds water,['water_jug'],11,1166,c,water_jug.n.01
water_gun,1,plaything consisting of a toy pistol that squirts water,"['water_gun', 'squirt_gun']",1,1167,r,water_pistol.n.01
water_scooter,54,a motorboat resembling a motor scooter (NOT A SURFBOARD OR WATER SKI),"['water_scooter', 'sea_scooter', 'jet_ski']",30,1168,c,water_scooter.n.01
water_ski,98,broad ski for skimming over water towed by a speedboat (DO NOT MARK WATER),['water_ski'],50,1169,c,water_ski.n.01
water_tower,60,a large reservoir for water,['water_tower'],45,1170,c,water_tower.n.01
watering_can,44,a container with a handle and a spout with a perforated nozzle; used to sprinkle water over plants,['watering_can'],28,1171,c,watering_can.n.01
watermelon,814,large oblong or roundish melon with a hard green rind and sweet watery red or occasionally yellowish pulp,['watermelon'],114,1172,f,watermelon.n.02
weathervane,237,mechanical device attached to an elevated structure; rotates freely to show the direction of the wind,"['weathervane', 'vane_(weathervane)', 'wind_vane']",193,1173,f,weathervane.n.01
webcam,27,a digital camera designed to take digital photographs and transmit them over the internet,['webcam'],21,1174,c,webcam.n.01
wedding_cake,140,a rich cake with two or more tiers and covered with frosting and decorations; served at a wedding reception,"['wedding_cake', 'bridecake']",91,1175,c,wedding_cake.n.01
wedding_ring,49,a ring given to the bride and/or groom at the wedding,"['wedding_ring', 'wedding_band']",31,1176,c,wedding_ring.n.01
wet_suit,2907,a close-fitting garment made of a permeable material; worn in cold water to retain body heat,['wet_suit'],1469,1177,f,wet_suit.n.01
wheel,11272,a circular frame with spokes (or a solid disc) that can rotate on a shaft or axle,['wheel'],1924,1178,f,wheel.n.01
wheelchair,107,a movable chair mounted on large wheels,['wheelchair'],87,1179,c,wheelchair.n.01
whipped_cream,201,cream that has been beaten until light and fluffy,['whipped_cream'],77,1180,c,whipped_cream.n.01
whistle,13,a small wind instrument that produces a whistling sound by blowing into it,['whistle'],11,1181,c,whistle.n.03
wig,69,hairpiece covering the head and made of real or synthetic hair,['wig'],47,1182,c,wig.n.01
wind_chime,28,a decorative arrangement of pieces of metal or glass or pottery that hang together loosely so the wind can cause them to tinkle,['wind_chime'],21,1183,c,wind_chime.n.01
windmill,202,A mill or turbine that is powered by wind,['windmill'],47,1184,c,windmill.n.01
window_box_(for_plants),253,a container for growing plants on a windowsill,['window_box_(for_plants)'],70,1185,c,window_box.n.01
windshield_wiper,4793,a mechanical device that cleans the windshield,"['windshield_wiper', 'windscreen_wiper', 'wiper_(for_windshield/screen)']",1838,1186,f,windshield_wiper.n.01
windsock,26,a truncated cloth cone mounted on a mast/pole; shows wind direction,"['windsock', 'air_sock', 'air-sleeve', 'wind_sleeve', 'wind_cone']",19,1187,c,windsock.n.01
wine_bottle,4449,a bottle for holding wine,['wine_bottle'],531,1188,f,wine_bottle.n.01
wine_bucket,21,a bucket of ice used to chill a bottle of wine,"['wine_bucket', 'wine_cooler']",11,1189,c,wine_bucket.n.01
wineglass,4259,a glass that has a stem and in which wine is served,['wineglass'],941,1190,f,wineglass.n.01
blinder_(for_horses),271,blinds that prevent a horse from seeing something on either side,['blinder_(for_horses)'],113,1191,f,winker.n.02
wok,60,pan with a convex bottom; used for frying in Chinese cooking,['wok'],26,1192,c,wok.n.01
wolf,16,"a wild carnivorous mammal of the dog family, living and hunting in packs",['wolf'],5,1193,r,wolf.n.01
wooden_spoon,123,a spoon made of wood,['wooden_spoon'],56,1194,c,wooden_spoon.n.02
wreath,119,"an arrangement of flowers, leaves, or stems fastened in a ring",['wreath'],73,1195,c,wreath.n.01
wrench,80,a hand tool that is used to hold or twist a nut or bolt,"['wrench', 'spanner']",32,1196,c,wrench.n.03
wristband,268,band consisting of a part of a sleeve that covers the wrist,['wristband'],128,1197,f,wristband.n.01
wristlet,1330,a band or bracelet worn around the wrist,"['wristlet', 'wrist_band']",623,1198,f,wristlet.n.01
yacht,50,an expensive vessel propelled by sail or power and used for cruising or racing,['yacht'],12,1199,c,yacht.n.01
yogurt,116,a custard-like food made from curdled milk,"['yogurt', 'yoghurt', 'yoghourt']",52,1200,c,yogurt.n.01
yoke_(animal_equipment),20,gear joining two animals at the neck; NOT egg yolk,['yoke_(animal_equipment)'],11,1201,c,yoke.n.07
zebra,5443,any of several fleet black-and-white striped African equines,['zebra'],1674,1202,f,zebra.n.01
zucchini,798,small cucumber-shaped vegetable marrow; typically dark green,"['zucchini', 'courgette']",81,1203,c,zucchini.n.02
